Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2018-2019,Bundesliga,1,Issah Abbas,gh GHA,FW,Mainz 05,19,1998,1,0,9,0,0,0,0,0,0
2018-2019,Bundesliga,2,David Abraham,ar ARG,DF,Eint Frankfurt,32,1986,17,17,"1,420",0,0,0,0,2,0
2018-2019,Bundesliga,3,Amir Abrashi,al ALB,MF,Freiburg,28,1990,10,9,790,0,0,0,0,5,0
2018-2019,Bundesliga,4,Tyler Adams,us USA,MF,RB Leipzig,19,1999,10,8,721,0,2,0,0,0,0
2018-2019,Bundesliga,5,Antonis Aidonis,de GER,DF,Stuttgart,17,2001,2,1,80,0,0,0,0,1,0
2018-2019,Bundesliga,6,Manuel Akanji,ch SUI,DF,Dortmund,23,1995,25,25,"2,205",1,0,0,0,1,0
2018-2019,Bundesliga,7,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,23,1995,16,5,525,0,1,0,0,0,0
2018-2019,Bundesliga,8,Kevin Akpoguma,de GER,DF,Hoffenheim,23,1995,8,5,499,0,0,0,0,2,0
2018-2019,Bundesliga,9,Kevin Akpoguma,de GER,DF,Hannover 96,23,1995,4,4,313,0,0,0,0,2,0
2018-2019,Bundesliga,10,David Alaba,at AUT,DF,Bayern Munich,26,1992,31,29,"2,530",3,3,0,0,4,0
2018-2019,Bundesliga,11,Lucas Alario,ar ARG,FW,Leverkusen,25,1992,27,11,"1,265",9,3,0,0,1,0
2018-2019,Bundesliga,12,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,27,1990,22,19,"1,660",1,3,0,0,3,1
2018-2019,Bundesliga,13,Paco Alcácer,es ESP,FW,Dortmund,24,1993,26,11,"1,211",18,0,1,1,0,0
2018-2019,Bundesliga,14,Thiago Alcántara,es ESP,MF,Bayern Munich,27,1991,30,26,"2,408",2,6,0,0,5,0
2018-2019,Bundesliga,15,Allan,br BRA,"MF,DF",Eint Frankfurt,21,1997,4,2,176,0,0,0,0,1,0
2018-2019,Bundesliga,16,Alfons Amade,de GER,MF,Hoffenheim,18,1999,1,0,9,0,0,0,0,0,0
2018-2019,Bundesliga,17,Nadiem Amiri,de GER,"MF,FW",Hoffenheim,21,1996,13,10,754,3,1,0,0,1,0
2018-2019,Bundesliga,18,Waldemar Anton,de GER,DF,Hannover 96,22,1996,34,34,"3,060",1,0,0,0,4,0
2018-2019,Bundesliga,19,Dennis Aogo,de GER,MF,Stuttgart,31,1987,15,13,"1,025",0,0,0,0,1,0
2018-2019,Bundesliga,20,Charles Aránguiz,cl CHI,MF,Leverkusen,29,1989,24,22,"1,891",2,7,0,0,3,0
2018-2019,Bundesliga,21,Maximilian Arnold,de GER,MF,Wolfsburg,24,1994,33,33,"2,872",2,6,0,0,7,0
2018-2019,Bundesliga,22,Takuma Asano,jp JPN,"MF,FW",Hannover 96,23,1994,13,9,699,0,0,0,0,0,0
2018-2019,Bundesliga,23,Santiago Ascacíbar,ar ARG,MF,Stuttgart,21,1997,27,27,"2,428",0,0,0,0,10,1
2018-2019,Bundesliga,24,Simon Asta,de GER,DF,Augsburg,17,2001,1,1,90,0,0,0,0,1,0
2018-2019,Bundesliga,25,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,21,1997,17,4,461,3,0,0,0,0,0
2018-2019,Bundesliga,26,Ludwig Augustinsson,se SWE,DF,Werder Bremen,24,1994,34,34,"3,026",1,4,0,0,5,0
2018-2019,Bundesliga,27,Kaan Ayhan,tr TUR,DF,Düsseldorf,23,1994,28,28,"2,449",4,1,0,0,10,0
2018-2019,Bundesliga,28,Florian Baak,de GER,MF,Hertha BSC,19,1999,1,0,1,0,0,0,0,0,0
2018-2019,Bundesliga,29,Holger Badstuber,de GER,DF,Stuttgart,29,1989,10,5,522,0,0,0,0,1,0
2018-2019,Bundesliga,30,Daniel Baier,de GER,MF,Augsburg,34,1984,33,33,"2,815",0,1,0,0,7,0
2018-2019,Bundesliga,31,Leon Bailey,jm JAM,"FW,MF",Leverkusen,20,1997,29,21,"1,914",5,1,0,0,4,0
2018-2019,Bundesliga,32,Marvin Bakalorz,de GER,MF,Hannover 96,28,1989,25,16,"1,470",1,0,0,0,5,0
2018-2019,Bundesliga,33,Ridle Baku,de GER,MF,Mainz 05,20,1998,15,10,937,0,0,0,0,1,0
2018-2019,Bundesliga,34,Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,29,1989,15,13,"1,079",0,0,0,0,6,0
2018-2019,Bundesliga,35,Aymen Barkok,de GER,MF,Düsseldorf,20,1998,12,4,510,0,0,0,0,0,0
2018-2019,Bundesliga,36,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,18,2000,1,1,90,0,0,0,0,1,0
2018-2019,Bundesliga,37,Fin Bartels,de GER,FW,Werder Bremen,31,1987,2,0,23,0,0,0,0,0,0
2018-2019,Bundesliga,38,Robert Bauer,de GER,DF,Nürnberg,23,1995,22,19,"1,722",0,0,0,0,4,1
2018-2019,Bundesliga,39,Oliver Baumann,de GER,GK,Hoffenheim,28,1990,33,33,"2,970",0,1,0,0,0,0
2018-2019,Bundesliga,40,Timo Baumgartl,de GER,DF,Stuttgart,22,1996,18,18,"1,620",1,0,0,0,2,0
2018-2019,Bundesliga,41,Julian Baumgartlinger,at AUT,MF,Leverkusen,30,1988,21,16,"1,559",0,1,0,0,2,0
2018-2019,Bundesliga,42,Christoph Baumgartner,at AUT,MF,Hoffenheim,18,1999,2,1,85,0,0,0,0,2,1
2018-2019,Bundesliga,43,Noah Joel Sarenren Bazee,ng NGA,FW,Hannover 96,21,1996,3,3,155,0,0,0,0,0,0
2018-2019,Bundesliga,44,Ihlas Bebou,tg TOG,"FW,MF",Hannover 96,24,1994,12,12,"1,066",4,3,1,1,1,0
2018-2019,Bundesliga,45,Uffe Bech,dk DEN,FW,Hannover 96,25,1993,2,0,19,0,0,0,0,1,0
2018-2019,Bundesliga,46,Andreas Beck,de GER,"DF,MF",Stuttgart,31,1987,24,21,"1,776",0,2,0,0,2,0
2018-2019,Bundesliga,47,Hanno Behrens,de GER,MF,Nürnberg,28,1990,30,30,"2,639",4,1,1,3,3,0
2018-2019,Bundesliga,48,Ishak Belfodil,dz ALG,FW,Hoffenheim,26,1992,28,20,"1,863",16,3,0,0,3,0
2018-2019,Bundesliga,49,Stefan Bell,de GER,DF,Mainz 05,26,1991,25,25,"2,250",0,0,0,0,7,0
2018-2019,Bundesliga,50,Karim Bellarabi,de GER,"FW,MF",Leverkusen,28,1990,19,14,"1,057",5,4,0,0,4,1
2018-2019,Bundesliga,51,Lars Bender,de GER,"DF,MF",Leverkusen,29,1989,20,18,"1,361",1,4,0,0,2,0
2018-2019,Bundesliga,52,Sven Bender,de GER,DF,Leverkusen,29,1989,27,25,"1,991",0,0,0,0,3,0
2018-2019,Bundesliga,53,László Bénes,sk SVK,MF,M'Gladbach,20,1997,1,0,27,0,0,0,0,0,0
2018-2019,Bundesliga,54,Nabil Bentaleb,dz ALG,MF,Schalke 04,23,1994,25,19,"1,792",3,0,3,3,4,0
2018-2019,Bundesliga,55,Louis Beyer,de GER,DF,M'Gladbach,18,2000,9,8,720,0,0,0,0,1,0
2018-2019,Bundesliga,56,Ermin Bičakčić,ba BIH,DF,Hoffenheim,28,1990,25,20,"1,790",1,2,0,0,0,0
2018-2019,Bundesliga,57,Leonardo Bittencourt,de GER,MF,Hoffenheim,24,1993,21,13,"1,069",1,3,0,0,1,0
2018-2019,Bundesliga,58,Pablo de Blasis,ar ARG,FW,Mainz 05,30,1988,1,1,90,0,0,0,0,0,0
2018-2019,Bundesliga,59,Danny Blum,de GER,FW,Eint Frankfurt,27,1991,1,0,3,0,0,0,0,0,0
2018-2019,Bundesliga,60,Jérôme Boateng,de GER,DF,Bayern Munich,29,1988,20,19,"1,693",0,2,0,0,1,0
2018-2019,Bundesliga,61,Adam Bodzek,de GER,"MF,DF",Düsseldorf,32,1985,21,20,"1,596",0,1,0,0,5,1
2018-2019,Bundesliga,62,Jean-Paul Boëtius,nl NED,"MF,FW",Mainz 05,24,1994,30,25,"2,127",4,7,0,0,8,0
2018-2019,Bundesliga,63,Robin Bormuth,de GER,DF,Düsseldorf,22,1995,10,6,616,0,0,0,0,2,0
2018-2019,Bundesliga,64,Nassim Boujellab,de GER,MF,Schalke 04,19,1999,7,4,378,0,1,0,0,0,0
2018-2019,Bundesliga,65,Julian Brandt,de GER,"MF,FW",Leverkusen,22,1996,33,30,"2,666",7,11,0,0,0,0
2018-2019,Bundesliga,66,Fabian Bredlow,de GER,GK,Nürnberg,23,1995,13,12,"1,128",0,0,0,0,1,0
2018-2019,Bundesliga,67,Josip Brekalo,hr CRO,"FW,MF",Wolfsburg,20,1998,25,15,"1,415",3,3,0,0,2,0
2018-2019,Bundesliga,68,Joshua Brenet,nl NED,"DF,MF",Hoffenheim,24,1994,14,10,906,2,1,0,0,0,0
2018-2019,Bundesliga,69,John Brooks,us USA,DF,Wolfsburg,25,1993,29,29,"2,610",3,2,0,0,7,0
2018-2019,Bundesliga,70,Daniel Brosinski,de GER,DF,Mainz 05,30,1988,26,26,"2,203",3,5,3,3,2,0
2018-2019,Bundesliga,71,Bruma,pt POR,"MF,FW",RB Leipzig,23,1994,14,6,553,1,1,0,1,1,0
2018-2019,Bundesliga,72,Jeffrey Bruma,nl NED,DF,Schalke 04,26,1991,9,7,624,0,0,0,0,4,0
2018-2019,Bundesliga,73,Jacob Bruun Larsen,dk DEN,"FW,MF",Dortmund,19,1998,24,16,"1,265",2,2,0,0,0,0
2018-2019,Bundesliga,74,Niko Bungert,de GER,DF,Mainz 05,31,1986,7,3,284,0,0,0,0,0,0
2018-2019,Bundesliga,75,Guido Burgstaller,at AUT,FW,Schalke 04,29,1989,24,17,"1,526",4,0,0,0,4,0
2018-2019,Bundesliga,76,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,18,2000,4,4,259,0,0,0,0,0,0
2018-2019,Bundesliga,77,Roman Bürki,ch SUI,GK,Dortmund,27,1990,32,32,"2,880",0,0,0,0,1,0
2018-2019,Bundesliga,78,Gaëtan Bussmann,fr FRA,DF,Mainz 05,27,1991,1,1,90,0,0,0,0,0,0
2018-2019,Bundesliga,79,Jakub Błaszczykowski,pl POL,FW,Wolfsburg,32,1985,1,0,13,0,0,0,0,0,0
2018-2019,Bundesliga,80,Caiuby,br BRA,"FW,MF",Augsburg,30,1988,14,10,"1,006",1,1,0,0,3,0
2018-2019,Bundesliga,81,Daniel Caligiuri,it ITA,DF,Schalke 04,30,1988,31,31,"2,756",7,3,4,6,9,0
2018-2019,Bundesliga,82,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,33,1984,1,0,7,0,0,0,0,1,0
2018-2019,Bundesliga,83,Ignacio Camacho,es ESP,MF,Wolfsburg,28,1990,6,6,540,0,0,0,0,3,0
2018-2019,Bundesliga,84,Jonas Carls,de GER,DF,Schalke 04,21,1997,1,1,90,0,0,0,0,0,0
2018-2019,Bundesliga,85,Koen Casteels,be BEL,GK,Wolfsburg,26,1992,26,26,"2,295",0,0,0,0,0,0
2018-2019,Bundesliga,86,Gonzalo Castro,de GER,MF,Stuttgart,31,1987,25,19,"1,692",2,4,0,0,4,0
2018-2019,Bundesliga,87,Timothy Chandler,us USA,FW,Eint Frankfurt,28,1990,1,0,17,0,0,0,0,0,0
2018-2019,Bundesliga,88,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,31,1987,16,12,997,0,1,0,0,3,0
2018-2019,Bundesliga,89,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,22,1996,21,17,"1,378",6,4,0,0,2,0
2018-2019,Bundesliga,90,Sergio Córdova,ve VEN,FW,Augsburg,20,1997,20,3,531,3,0,0,0,1,0
2018-2019,Bundesliga,91,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,25,1993,34,34,"3,033",2,4,0,0,1,0
2018-2019,Bundesliga,92,Mickaël Cuisance,fr FRA,MF,M'Gladbach,18,1999,11,1,279,0,1,0,0,3,0
2018-2019,Bundesliga,93,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,19,1999,25,9,853,2,0,0,0,1,0
2018-2019,Bundesliga,94,Christoph Daferner,de GER,FW,Freiburg,20,1998,1,0,25,0,0,0,0,0,0
2018-2019,Bundesliga,95,Mahmoud Dahoud,de GER,MF,Dortmund,22,1996,14,7,697,1,0,0,0,2,0
2018-2019,Bundesliga,96,Leon Dajaku,de GER,"MF,FW",Stuttgart,17,2001,2,0,27,0,0,0,0,0,0
2018-2019,Bundesliga,97,Kevin Danso,at AUT,DF,Augsburg,19,1998,18,13,"1,247",1,1,0,0,3,0
2018-2019,Bundesliga,98,Palkó Dárdai,de GER,"MF,FW",Hertha BSC,19,1999,7,1,113,0,0,0,0,0,0
2018-2019,Bundesliga,99,Vladimír Darida,cz CZE,MF,Hertha BSC,27,1990,10,3,376,0,1,0,0,1,0
2018-2019,Bundesliga,100,Alphonso Davies,ca CAN,"FW,MF",Bayern Munich,17,2000,6,0,80,1,0,0,0,1,0
2018-2019,Bundesliga,101,Thomas Delaney,dk DEN,MF,Dortmund,26,1991,30,27,"2,283",3,5,0,0,7,0
2018-2019,Bundesliga,102,Kerem Demirbay,de GER,MF,Hoffenheim,25,1993,26,24,"2,017",4,9,0,0,6,0
2018-2019,Bundesliga,103,Diego Demme,de GER,MF,RB Leipzig,26,1991,26,24,"2,055",0,2,0,0,4,0
2018-2019,Bundesliga,104,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,29,1989,4,3,245,0,0,0,0,0,0
2018-2019,Bundesliga,105,Abdou Diallo,fr FRA,DF,Dortmund,22,1996,28,27,"2,379",1,1,0,0,1,1
2018-2019,Bundesliga,106,Daniel Didavi,de GER,"MF,FW",Stuttgart,28,1990,20,8,956,2,2,0,0,0,0
2018-2019,Bundesliga,107,Tim Dierßen,de GER,FW,Hannover 96,22,1996,1,0,16,0,0,0,0,0,0
2018-2019,Bundesliga,108,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,20,1998,17,7,898,2,3,0,0,2,0
2018-2019,Bundesliga,109,Giulio Donati,it ITA,DF,Mainz 05,28,1990,9,6,625,0,0,0,0,2,0
2018-2019,Bundesliga,110,Ji Dong-won,kr KOR,"FW,MF",Augsburg,27,1991,14,10,891,4,1,0,0,2,0
2018-2019,Bundesliga,111,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,21,1996,24,11,962,5,2,0,0,4,0
2018-2019,Bundesliga,112,Aleksandar Dragović,at AUT,DF,Leverkusen,27,1991,18,13,"1,335",2,0,0,0,4,0
2018-2019,Bundesliga,113,Josip Drmić,ch SUI,FW,M'Gladbach,25,1992,5,2,222,2,0,0,0,0,0
2018-2019,Bundesliga,114,Jaroslav Drobný,cz CZE,GK,Düsseldorf,38,1979,2,2,180,0,0,0,0,0,0
2018-2019,Bundesliga,115,Marvin Ducksch,de GER,FW,Düsseldorf,24,1994,16,8,823,1,1,0,0,1,0
