Season,League,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR
2017-2018,EPL,377,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,23,1993,32,14,"1,493",3,7,0,0,3,0
2017-2018,EPL,378,Alex Oxlade-Chamberlain,eng ENG,"MF,DF",Arsenal,23,1993,3,3,241,0,0,0,0,0,0
2017-2018,EPL,379,Mesut Özil,de GER,"MF,FW",Arsenal,28,1988,26,24,"2,163",4,8,0,0,4,0
2017-2018,EPL,380,Kasey Palmer,eng ENG,"MF,FW",Huddersfield,20,1996,4,1,170,0,0,0,0,2,0
2017-2018,EPL,381,Emerson Palmieri,it ITA,"DF,MF",Chelsea,22,1994,5,3,280,0,1,0,0,0,0
2017-2018,EPL,382,Pedro,es ESP,"FW,MF",Chelsea,30,1987,31,17,"1,523",4,2,0,0,1,0
2017-2018,EPL,383,Roberto Pereyra,ar ARG,"MF,FW",Watford,26,1991,32,18,"1,624",5,2,0,0,3,0
2017-2018,EPL,384,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,24,1993,36,28,"2,492",8,5,0,0,3,0
2017-2018,EPL,385,Matt Phillips,sco SCO,"MF,FW",West Brom,26,1991,30,23,"2,093",2,2,0,0,3,0
2017-2018,EPL,386,Jordan Pickford,eng ENG,GK,Everton,23,1994,38,38,"3,420",0,0,0,0,0,0
2017-2018,EPL,387,Jérémy Pied,fr FRA,DF,Southampton,28,1989,2,2,180,0,1,0,0,0,0
2017-2018,EPL,388,Erik Pieters,nl NED,"DF,MF",Stoke City,28,1988,31,30,"2,718",0,1,0,0,5,0
2017-2018,EPL,389,Paul Pogba,fr FRA,MF,Manchester Utd,24,1993,27,25,"2,148",6,10,0,0,5,1
2017-2018,EPL,390,Nick Pope,eng ENG,GK,Burnley,25,1992,35,34,"3,115",0,0,0,0,3,0
2017-2018,EPL,391,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,24,1993,14,12,998,1,1,0,0,1,0
2017-2018,EPL,392,Sebastian Prödl,at AUT,DF,Watford,30,1987,21,17,"1,570",0,0,0,0,5,0
2017-2018,EPL,393,Davy Pröpper,nl NED,MF,Brighton,25,1991,35,35,"3,119",0,4,0,0,2,1
2017-2018,EPL,394,Marc Pugh,eng ENG,"MF,FW",Bournemouth,30,1987,20,11,985,0,0,0,0,2,0
2017-2018,EPL,395,Jason Puncheon,eng ENG,"MF,FW",Crystal Palace,31,1986,10,6,645,0,0,0,0,5,0
2017-2018,EPL,396,Collin Quaner,de GER,"FW,MF",Huddersfield,26,1991,26,13,"1,280",0,4,0,0,4,0
2017-2018,EPL,397,Sandro Ramírez,es ESP,"FW,MF",Everton,22,1995,8,3,278,0,0,0,0,0,0
2017-2018,EPL,398,Aaron Ramsey,wal WAL,MF,Arsenal,26,1990,24,21,"1,846",7,8,0,0,0,0
2017-2018,EPL,399,Àngel Rangel,es ESP,DF,Swansea City,34,1982,4,2,156,0,0,0,0,0,0
2017-2018,EPL,400,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,19,1997,35,17,"1,813",7,5,0,0,3,0
2017-2018,EPL,401,Nathan Redmond,eng ENG,"FW,MF",Southampton,23,1994,31,22,"1,945",1,3,0,0,3,0
2017-2018,EPL,402,Winston Reid,nz NZL,DF,West Ham,29,1988,17,17,"1,452",0,0,0,0,5,0
2017-2018,EPL,403,Declan Rice,eng ENG,"DF,MF",West Ham,18,1999,26,15,"1,430",0,0,0,0,1,0
2017-2018,EPL,404,Richarlison,br BRA,"FW,MF",Watford,20,1997,38,32,"2,823",5,4,0,0,4,0
2017-2018,EPL,405,Jaïro Riedewald,nl NED,"MF,DF",Crystal Palace,20,1996,12,4,442,0,0,0,0,0,0
2017-2018,EPL,406,Matt Ritchie,sco SCO,"MF,FW",Newcastle Utd,27,1989,35,32,"2,804",3,5,0,0,6,0
2017-2018,EPL,407,Connor Roberts,wal WAL,MF,Swansea City,21,1995,4,3,268,0,0,0,0,0,0
2017-2018,EPL,408,Andrew Robertson,sco SCO,DF,Liverpool,23,1994,22,22,"1,940",1,5,0,0,2,0
2017-2018,EPL,409,Hal Robson-Kanu,wal WAL,"FW,MF",West Brom,28,1989,21,8,827,2,0,0,0,2,1
2017-2018,EPL,410,Jay Rodriguez,eng ENG,"FW,MF",West Brom,28,1989,37,31,"2,812",7,1,1,1,2,0
2017-2018,EPL,411,Marcos Rojo,ar ARG,DF,Manchester Utd,27,1990,9,8,640,0,0,0,0,6,0
2017-2018,EPL,412,Sergio Romero,ar ARG,GK,Manchester Utd,30,1987,1,1,90,0,0,0,0,0,0
2017-2018,EPL,413,Oriol Romeu,es ESP,MF,Southampton,25,1991,34,34,"2,897",1,0,0,0,11,0
2017-2018,EPL,414,Salomón Rondón,ve VEN,FW,West Brom,27,1989,36,32,"2,767",7,3,0,0,4,0
2017-2018,EPL,415,Wayne Rooney,eng ENG,"MF,FW",Everton,31,1985,31,27,"2,268",10,2,3,6,5,0
2017-2018,EPL,416,Danny Rose,eng ENG,"DF,MF",Tottenham,27,1990,10,9,800,0,1,0,0,4,0
2017-2018,EPL,417,Liam Rosenior,eng ENG,DF,Brighton,33,1984,3,1,164,0,0,0,0,0,0
2017-2018,EPL,418,Wayne Routledge,eng ENG,"MF,FW",Swansea City,32,1985,15,4,429,0,0,0,0,1,0
2017-2018,EPL,419,Antonio Rüdiger,de GER,DF,Chelsea,24,1993,27,25,"2,338",2,1,0,0,4,0
2017-2018,EPL,420,Mathew Ryan,au AUS,GK,Brighton,25,1992,38,38,"3,420",0,0,0,0,0,0
2017-2018,EPL,421,Abdelhamid Sabiri,de GER,"MF,DF",Huddersfield,20,1996,5,2,220,0,1,0,0,1,0
2017-2018,EPL,422,Henri Saivet,sn SEN,MF,Newcastle Utd,26,1990,1,1,83,1,0,0,0,0,0
2017-2018,EPL,423,Diafra Sakho,sn SEN,"FW,MF",West Ham,27,1989,14,0,306,2,0,0,0,2,0
2017-2018,EPL,424,Mamadou Sakho,fr FRA,DF,Crystal Palace,27,1990,19,18,"1,600",1,2,0,0,1,0
2017-2018,EPL,425,Bakary Sako,ml MLI,"FW,MF",Crystal Palace,29,1988,16,4,478,3,0,0,0,0,0
2017-2018,EPL,426,Mohamed Salah,eg EGY,"FW,MF",Liverpool,25,1992,36,34,"2,907",32,10,1,2,1,0
2017-2018,EPL,427,Renato Sanches,pt POR,MF,Swansea City,19,1997,12,9,702,0,0,0,0,1,0
2017-2018,EPL,428,Alexis Sánchez,cl CHI,"FW,MF",Arsenal,28,1988,19,17,"1,503",7,3,1,1,4,0
2017-2018,EPL,429,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,28,1988,12,12,"1,043",2,3,0,1,1,0
2017-2018,EPL,430,Davinson Sánchez,co COL,DF,Tottenham,21,1996,31,29,"2,534",0,0,0,0,1,1
2017-2018,EPL,431,Leroy Sané,de GER,FW,Manchester City,21,1996,32,27,"2,419",10,15,0,0,4,0
2017-2018,EPL,432,Ezequiel Schelotto,it ITA,DF,Brighton,28,1989,20,15,"1,318",0,0,0,0,3,0
